feature_set,n_features,C,penalty,class_weight_name,auc,pr_auc,top30_cutoff,top30_flagged,top30_precision,top30_recall,top30_balanced_acc
lean_behavior,13,0.1,l1,pos_7,0.8915662650602408,0.7285714285714286,0.4411243054768796,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior,19,0.1,l1,pos_7,0.8915662650602408,0.7285714285714286,0.44101790889613984,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
lean_behavior,13,1.0,l1,balanced,0.8905622489959839,0.7764291503515642,0.201314354127667,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
lean_behavior,13,0.5,l1,pos_4,0.8905622489959839,0.7684586860289109,0.20412087917323865,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
lean_behavior,13,0.2,l1,pos_7,0.8905622489959839,0.7470929586763414,0.34674906698013236,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior,19,0.2,l1,balanced,0.8905622489959838,0.7279671717171717,0.41459907964177584,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
lean_behavior,13,0.5,l1,balanced,0.8885542168674698,0.7511350798720751,0.3109974660249746,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
lean_behavior,13,0.03,l1,pos_7,0.8885542168674698,0.5752899877899877,0.5186850863645991,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior,19,0.03,l1,pos_7,0.8885542168674698,0.5752899877899877,0.5186834809603876,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
lean_behavior,13,0.1,l1,pos_4,0.8885542168674697,0.7151709401709402,0.3806853700117751,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior,19,0.1,l1,pos_4,0.8885542168674697,0.7151709401709402,0.3806819229976423,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
lean_behavior,13,0.5,l1,pos_7,0.8875502008032129,0.7688395627924026,0.22102308765206513,29,0.3448275862068966,0.8333333333333334,0.8022088353413654
lean_behavior,13,0.05,l1,pos_4,0.8865461847389559,0.6004430270418643,0.5159472888808516,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior,19,0.05,l1,pos_4,0.8865461847389559,0.6004430270418643,0.5159455825300314,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
lean_behavior,13,0.05,l1,balanced,0.8865461847389559,0.5749851097412072,0.5168635649574648,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior,19,0.05,l1,balanced,0.8865461847389559,0.5749851097412072,0.5168630662750389,29,0.3793103448275862,0.9166666666666666,0.8498995983935742
refined_behavior_plus_named_events,29,0.03,l1,pos_4,0.8433734939759036,0.5982850482850484,0.4976128857181619,29,0.3448275862068966,0.8333333333333334,0.8022088353413654
lean_behavior,13,0.03,l1,pos_4,0.785140562248996,0.3323813532146866,0.5001564084621467,29,0.27586206896551724,0.6666666666666666,0.7068273092369477
refined_behavior,19,0.03,l1,pos_4,0.785140562248996,0.3323813532146866,0.500156395556138,29,0.27586206896551724,0.6666666666666666,0.7068273092369477
lean_behavior,13,0.03,l1,balanced,0.6686746987951807,0.22190590291187529,0.4999499250530156,29,0.27586206896551724,0.6666666666666666,0.7068273092369477
refined_behavior,19,0.03,l1,balanced,0.6686746987951807,0.22190590291187529,0.4999499249746147,29,0.27586206896551724,0.6666666666666666,0.7068273092369477
refined_behavior_plus_named_events,29,0.03,l1,balanced,0.6345381526104419,0.4531133877976545,0.49877594893595417,29,0.2413793103448276,0.5833333333333334,0.6591365461847389
