feature_set,n_features,C,penalty,class_weight_name,auc,pr_auc,top30_cutoff,top30_flagged,top30_precision,top30_recall,top30_balanced_acc,outer_fold
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.9372759856630823,0.8443562610229276,0.26301528264307167,22,0.36363636363636365,0.8888888888888888,0.8315412186379928,17
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.9802867383512545,0.8927689594356263,0.24650789852792404,22,0.4090909090909091,1.0,0.8951612903225806,18
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.974910394265233,0.8542648709315377,0.30365821584123265,22,0.4090909090909091,1.0,0.8951612903225806,18
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.96415770609319,0.8019240019240019,0.3698961877895009,22,0.4090909090909091,1.0,0.8951612903225806,18
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.8960573476702508,0.743256561884013,0.3971570981387366,22,0.3181818181818182,0.7777777777777778,0.7679211469534051,19
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.8763440860215054,0.7560400755522707,0.3355487794494444,22,0.3181818181818182,0.7777777777777778,0.7679211469534051,19
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.8530465949820788,0.7494579945799458,0.26379779335981735,24,0.2916666666666667,0.7777777777777778,0.7517921146953406,19
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.8641975308641975,0.7890958709065021,0.307574636627111,23,0.30434782608695654,0.7777777777777778,0.7619047619047619,20
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.8589065255731922,0.7878257363551482,0.35652643280862956,22,0.3181818181818182,0.7777777777777778,0.7698412698412698,20
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.8465608465608466,0.7550505050505052,0.4007706894266932,22,0.3181818181818182,0.7777777777777778,0.7698412698412698,20
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.9874551971326165,0.94320987654321,0.2500615265355502,22,0.4090909090909091,1.0,0.8951612903225806,21
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.9820788530465949,0.9254901960784314,0.30854341302851984,22,0.4090909090909091,1.0,0.8951612903225806,21
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.9749103942652328,0.8946068875893438,0.3952165936466845,22,0.4090909090909091,1.0,0.8951612903225806,21
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.9175627240143369,0.740062228220123,0.3383598183148511,23,0.34782608695652173,0.8888888888888888,0.8234767025089605,22
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.9157706093189963,0.7419108669108669,0.3032345939501523,22,0.36363636363636365,0.8888888888888888,0.8315412186379928,22
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.9121863799283153,0.6956426289759623,0.3771457417744381,22,0.36363636363636365,0.8888888888888888,0.8315412186379928,22
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.8745519713261649,0.7368813925417699,0.29344203204971087,22,0.3181818181818182,0.7777777777777778,0.7679211469534051,23
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.8727598566308244,0.7318956375560148,0.4042413918815908,22,0.3181818181818182,0.7777777777777778,0.7679211469534051,23
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.8727598566308243,0.7365319865319866,0.35831826464231636,22,0.3181818181818182,0.7777777777777778,0.7679211469534051,23
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.9047619047619048,0.8334268612046389,0.413652298647624,22,0.3181818181818182,0.7777777777777778,0.7698412698412698,24
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.8959435626102292,0.8279696186672931,0.347454910608314,25,0.28,0.7777777777777778,0.746031746031746,24
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.8924162257495591,0.8266488413547237,0.3186498290998015,22,0.3181818181818182,0.7777777777777778,0.7698412698412698,24
refined_behavior_plus_named_events,29,0.05,l2,pos_4,0.9193548387096774,0.7867975734355046,0.4117652098017341,22,0.3181818181818182,0.7777777777777778,0.7679211469534051,25
refined_behavior_plus_named_events,29,0.1,l2,pos_4,0.910394265232975,0.796885521885522,0.3569925471700802,22,0.36363636363636365,0.8888888888888888,0.8315412186379928,25
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.910394265232975,0.7957698501176762,0.30513055221339097,22,0.3181818181818182,0.7777777777777778,0.7679211469534051,25
refined_behavior_plus_named_events,29,0.2,l2,pos_4,0.8727598566308243,0.7955816311748516,0.3571538757538146,22,0.3181818181818182,0.7777777777777778,0.7679211469534051,26
