검증,차이,bootstrap_95_하한,bootstrap_95_상한,판정
고밀도+의도행동 많음 vs 저밀도,0.35858585858585856,0.13636363636363635,0.595959595959596,즐길거리 유도 후보
고밀도+의도행동 적음 vs 저밀도,0.2424242424242424,-0.015151515151515152,0.5303030303030303,첫 행동·진입 안내 후보
