새 영역 후보,도달 기기,전체 기기,도달률,95% 하한,95% 상한
자연·채집,0,46,0.0,-6.938893903907228e-18,0.07707617732978073
낚시·바다,4,46,0.08695652173913043,0.03433531187670748,0.20324935635224178
퀘스트·교류,1,46,0.021739130434782608,0.0038477551112426345,0.11335554494333024
제작·집,3,46,0.06521739130434782,0.02242745446634356,0.17503009103781358
고급 콘텐츠,2,46,0.043478260869565216,0.012005193588830829,0.1453252291905342
