at,session_id,client_id,variant,arm,trigger,p,intervene,model_version,origin,user_id,started_at,session_updated_at,play_sec,sec_after_event,survived_60s,intervene_bool
2026-09-09 14:25:50.099311+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.16839851402871564,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,573,1,True
2026-09-09 14:25:52.456256+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.15754992057572778,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,571,1,True
2026-09-09 14:25:58.650967+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1460231670967426,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,564,1,True
2026-09-09 14:25:59.264809+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1460231670967426,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,564,1,True
2026-09-09 14:26:03.314599+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.13217600796922938,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,560,1,False
2026-09-09 14:26:05.012523+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.13217600796922938,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,558,1,False
2026-09-09 14:26:14.824075+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.10733730045098104,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,548,1,False
2026-09-09 14:26:15.667956+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.10733730045098104,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,547,1,False
2026-09-09 14:27:06.601646+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14245518448469563,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,496,1,True
2026-09-09 14:27:07.312561+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14245518448469563,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,496,1,True
2026-09-09 14:27:09.822428+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14245518448469563,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,493,1,True
2026-09-09 14:27:10.947600+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14897543567659077,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,492,1,True
2026-09-09 14:27:11.963633+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14897543567659077,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,491,1,True
2026-09-09 14:27:12.682211+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14897543567659077,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,490,1,True
2026-09-09 14:27:13.413729+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14897543567659077,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,490,1,True
2026-09-09 14:27:14.086355+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14897543567659077,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,489,1,True
2026-09-09 14:27:14.662049+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14897543567659077,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,488,1,True
2026-09-09 14:27:22.039030+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1511875830278663,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,481,1,True
2026-09-09 14:27:22.670357+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1511875830278663,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,480,1,True
2026-09-09 14:27:24.416789+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14617582952370634,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,479,1,True
2026-09-09 14:27:25.083729+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14617582952370634,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,478,1,True
2026-09-09 14:27:26.942321+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14186862831027994,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,476,1,True
2026-09-09 14:27:28.174588+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14186862831027994,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,475,1,True
2026-09-09 14:27:30.204388+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.12882813080785716,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,473,1,False
2026-09-09 14:27:31.675794+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.12882813080785716,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,471,1,False
2026-09-09 14:27:52.723507+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1632656800417503,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,450,1,True
2026-09-09 14:27:53.872538+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1632656800417503,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,449,1,True
2026-09-09 14:27:58.474080+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.13764269885082211,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,444,1,False
2026-09-09 14:28:41.718914+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1293245124235321,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,401,1,False
2026-09-09 14:28:42.109705+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1293245124235321,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,401,1,False
2026-09-09 14:28:44.092605+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1611668205398656,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,399,1,True
2026-09-09 14:28:48.125088+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1475681448725777,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,395,1,True
2026-09-09 14:28:49.507982+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.16202920790311895,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,393,1,True
2026-09-09 14:29:13.630808+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14506251671473355,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,369,1,True
2026-09-09 14:29:14.452877+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14506251671473355,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,369,1,True
2026-09-09 14:29:15.342198+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14506251671473355,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,368,1,True
2026-09-09 14:29:16.235728+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14506251671473355,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,367,1,True
2026-09-09 14:29:17.648294+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1384853396537366,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,365,1,False
2026-09-09 14:29:20.053954+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14099194926453998,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,363,1,True
2026-09-09 14:29:21.238945+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14091250177268325,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,362,1,True
2026-09-09 14:29:21.668619+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14091250177268325,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,361,1,True
2026-09-09 14:29:22.625317+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14091250177268325,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,360,1,True
2026-09-09 14:29:24.734944+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14567479581524112,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,358,1,True
2026-09-09 14:29:25.217295+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14567479581524112,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,358,1,True
2026-09-09 14:29:26.062064+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14567479581524112,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,357,1,True
2026-09-09 14:29:26.652612+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14567479581524112,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,356,1,True
2026-09-09 14:29:27.471104+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14567479581524112,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,355,1,True
2026-09-09 14:29:48.861831+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1482061446088181,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,334,1,True
2026-09-09 14:29:49.509475+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1482061446088181,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,333,1,True
2026-09-09 14:29:50.533587+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1482061446088181,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,332,1,True
2026-09-09 14:31:09.389726+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.08680728841473843,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,254,1,False
2026-09-09 14:31:09.703303+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.08680728841473843,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,253,1,False
2026-09-09 14:31:12.510546+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.1028907256019738,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,250,1,False
2026-09-09 14:31:15.645089+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14213190812984977,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,247,1,True
2026-09-09 14:32:07.564004+00:00,sess-39sil903x0lmtu75t0u,c-81a142d0-d941-4185-8697-f3e6e69dcd85,beta_A,treat,time15,0.2896553361316945,False,2026-09-06T14:21:45Z,https://calmforest.cloud,d6ccb4ea-a790-4733-89ee-9b78aaa277c7,2026-09-09 14:31:51.346000+00:00,2026-09-09 14:37:43.238000+00:00,352,335,1,False
2026-09-09 14:32:37.543688+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14735664988941585,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,165,1,True
2026-09-09 14:32:38.099595+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14735664988941585,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,165,1,True
2026-09-09 14:34:22.848786+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.16153273120086592,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,60,1,True
2026-09-09 14:34:23.271109+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.16153273120086592,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,60,1,True
2026-09-09 14:34:24.365193+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.16153273120086592,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,59,0,True
2026-09-09 14:34:37.205145+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.14459367438379256,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,46,0,True
2026-09-09 14:34:38.817612+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.15540522810514593,True,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,44,0,True
2026-09-09 14:35:03.117352+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.09868936565691018,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,20,0,False
2026-09-09 14:35:03.779150+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.09868936565691018,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,19,0,False
2026-09-09 14:35:05.062774+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.09868936565691018,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,18,0,False
2026-09-09 14:35:07.524647+00:00,sess-5lpx09qbm2pmtu6w6jw,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,quest,0.09868936565691018,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:24:22.327000+00:00,2026-09-09 14:35:23.465000+00:00,661,15,0,False
2026-09-09 14:36:32.783857+00:00,sess-s8bv2ii4jlomtu7bhes,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,time15,0.42016820296048013,False,2026-09-06T14:21:45Z,https://calmforest.cloud,,,,,,,False
2026-09-09 14:37:30.036802+00:00,sess-447nbr16t45mtu7cq27,c-8bd31f67-ec8a-423a-9a17-b8a71cd83816,beta_A,treat,time15,0.19371041431897387,False,2026-09-06T14:21:45Z,https://calmforest.cloud,dba0c17e-cf7b-4fbc-be57-0f88d08029da,2026-09-09 14:37:14.100000+00:00,2026-09-09 14:40:12.811000+00:00,179,162,1,False
2026-09-10 00:55:47.670324+00:00,sess-ddatwn814zgmtutdpo6,c-6c0f3dda-eb43-42ac-8324-ec1895c78ee4,beta_A,control,quest,0.13763291338275863,False,2026-09-06T14:21:45Z,https://calmforest.cloud,d7fa8f5f-3fd5-45fb-93c4-16c35e8af6fd,2026-09-10 00:53:51.801000+00:00,2026-09-10 01:38:28.489000+00:00,2677,2560,1,False
2026-09-10 00:55:48.914248+00:00,sess-ddatwn814zgmtutdpo6,c-6c0f3dda-eb43-42ac-8324-ec1895c78ee4,beta_A,control,quest,0.16782948858879473,True,2026-09-06T14:21:45Z,https://calmforest.cloud,d7fa8f5f-3fd5-45fb-93c4-16c35e8af6fd,2026-09-10 00:53:51.801000+00:00,2026-09-10 01:38:28.489000+00:00,2677,2559,1,True
2026-09-10 00:55:50.305656+00:00,sess-ddatwn814zgmtutdpo6,c-6c0f3dda-eb43-42ac-8324-ec1895c78ee4,beta_A,control,quest,0.1722564353572747,True,2026-09-06T14:21:45Z,https://calmforest.cloud,d7fa8f5f-3fd5-45fb-93c4-16c35e8af6fd,2026-09-10 00:53:51.801000+00:00,2026-09-10 01:38:28.489000+00:00,2677,2558,1,True
