first_day,cohort,device,country_group,acquisition_group,ga4_events,observed_span_sec,deliberate_events,deliberate_kinds,onboarding_events,nature_events,fishing_sea_events,quest_social_events,craft_home_events,advanced_events,d1_eligible,returned_d1,d7_eligible,returned_d7,acted
2026-09-08,non-spike,mobile,South Korea,direct / none,52,132,7,5,11,5,0,1,1,0,True,False,False,,True
2026-09-08,non-spike,desktop,South Korea,direct / none,127,25372,0,0,12,0,0,0,0,0,True,False,False,,False
2026-09-09,non-spike,mobile,South Korea,direct / none,507,1633,205,26,6,105,37,31,12,20,True,False,False,,True
2026-09-09,non-spike,desktop,South Korea,direct / none,21,3662,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-09,non-spike,mobile,South Korea,direct / none,6,8,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-09,non-spike,desktop,South Korea,direct / none,2319,24938,1491,24,23,1060,130,109,63,129,True,True,False,,True
2026-09-09,non-spike,mobile,South Korea,direct / none,8,1491,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-09,non-spike,desktop,South Korea,direct / none,96,9649,7,2,8,0,0,7,0,0,True,False,False,,True
2026-09-09,non-spike,mobile,South Korea,direct / none,6,440,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-09,non-spike,mobile,Other,other acquisition,5,27,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-09,non-spike,mobile,South Korea,direct / none,1074,1692,473,18,12,231,50,88,23,81,True,False,False,,True
2026-09-09,non-spike,desktop,United States,direct / none,5,8,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-09,non-spike,desktop,South Korea,direct / none,31,11357,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-09,non-spike,desktop,South Korea,direct / none,287,2824,145,18,23,112,12,13,6,2,True,True,False,,True
2026-09-09,non-spike,desktop,South Korea,direct / none,583,12457,326,21,23,208,16,68,11,23,True,True,False,,True
2026-09-09,non-spike,mobile,Other,other acquisition,5,21,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-09,non-spike,mobile,South Korea,direct / none,58,140,18,9,13,9,0,6,1,2,True,False,False,,True
2026-09-10,09/10 spike,desktop,South Korea,direct / none,29,54,3,1,4,0,0,3,0,0,True,False,False,,True
2026-09-10,09/10 spike,desktop,South Korea,direct / none,430,1288,245,16,0,104,45,59,9,28,True,False,False,,True
2026-09-10,09/10 spike,desktop,South Korea,direct / none,6,163,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-10,09/10 spike,desktop,South Korea,direct / none,5,6,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-10,09/10 spike,desktop,South Korea,direct / none,242,1041,93,18,14,50,15,15,4,9,True,True,False,,True
2026-09-10,09/10 spike,mobile,South Korea,direct / none,51,223,17,3,4,8,0,9,0,0,True,False,False,,True
2026-09-10,09/10 spike,desktop,South Korea,direct / none,46,4971,4,2,8,4,0,0,0,0,True,False,False,,True
2026-09-10,09/10 spike,desktop,South Korea,direct / none,8,67,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-10,09/10 spike,mobile,South Korea,direct / none,7,5322,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-10,09/10 spike,mobile,South Korea,direct / none,227,506,121,11,0,40,31,31,16,3,True,False,False,,True
2026-09-10,09/10 spike,desktop,South Korea,direct / none,380,973,231,19,0,139,30,34,17,11,True,False,False,,True
2026-09-10,09/10 spike,mobile,South Korea,other acquisition,18,40,0,0,4,0,0,0,0,0,True,False,False,,False
2026-09-10,09/10 spike,mobile,South Korea,direct / none,4,0,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-10,09/10 spike,mobile,South Korea,direct / none,3,0,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-10,09/10 spike,mobile,South Korea,direct / none,19,26,0,0,6,0,0,0,0,0,True,False,False,,False
2026-09-10,09/10 spike,desktop,United States,direct / none,5,7,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-10,09/10 spike,desktop,Other,direct / none,6,4,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-10,09/10 spike,desktop,United States,direct / none,4,5,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-10,09/10 spike,mobile,South Korea,direct / none,90,204,38,7,6,25,0,10,2,1,True,False,False,,True
2026-09-10,09/10 spike,mobile,South Korea,direct / none,12,6,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-10,09/10 spike,mobile,South Korea,direct / none,11,14,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-10,09/10 spike,mobile,South Korea,direct / none,260,402,143,11,0,80,4,48,11,0,True,False,False,,True
2026-09-10,09/10 spike,mobile,South Korea,direct / none,33,35,7,3,4,2,0,5,0,0,True,False,False,,True
2026-09-10,09/10 spike,desktop,South Korea,direct / none,25,22167,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-10,09/10 spike,mobile,South Korea,direct / none,5,5,0,0,0,0,0,0,0,0,True,False,False,,False
2026-09-11,non-spike,desktop,South Korea,other acquisition,5,5,0,0,0,0,0,0,0,0,False,,False,,False
2026-09-11,non-spike,mobile,South Korea,direct / none,111,248,55,12,13,40,0,8,6,1,False,,False,,True
2026-09-11,non-spike,mobile,South Korea,direct / none,20,144,2,2,5,2,0,0,0,0,False,,False,,True
2026-09-11,non-spike,mobile,South Korea,other acquisition,4,0,0,0,0,0,0,0,0,0,False,,False,,False
2026-09-11,non-spike,desktop,South Korea,direct / none,6,2,0,0,0,0,0,0,0,0,False,,False,,False
2026-09-11,non-spike,desktop,United States,direct / none,3,0,0,0,0,0,0,0,0,0,False,,False,,False
2026-09-11,non-spike,desktop,South Korea,direct / none,28,2658,0,0,0,0,0,0,0,0,False,,False,,False
2026-09-11,non-spike,mobile,South Korea,direct / none,7,17,0,0,0,0,0,0,0,0,False,,False,,False
2026-09-11,non-spike,desktop,United States,direct / none,4,9,0,0,0,0,0,0,0,0,False,,False,,False
2026-09-11,non-spike,mobile,South Korea,direct / none,6,8,0,0,0,0,0,0,0,0,False,,False,,False
2026-09-11,non-spike,desktop,South Korea,direct / none,33,4770,0,0,0,0,0,0,0,0,False,,False,,False
